Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Category
2,61,Yes,8,0,42,Moderate
8,55,No,5,1,46,Stressed Burnout
6,41,No,5,9,34,Moderate
5,44,No,8,0,27,Optimal Balance
9,57,Yes,4,8,52,Stressed Burnout
1,42,Yes,8,1,17,Moderate
5,66,Yes,6,1,53,Moderate
6,93,No,5,5,84,Moderate
5,56,Yes,5,6,39,Moderate
6,55,Yes,9,1,44,Moderate
6,45,Yes,5,3,36,Moderate
7,90,No,8,2,81,Moderate
4,46,Yes,5,4,30,Moderate
8,89,Yes,5,8,80,Stressed Burnout
7,53,No,9,1,41,Moderate
9,77,Yes,8,4,77,Moderate
7,79,No,4,7,69,Stressed Burnout
3,54,No,5,5,34,Moderate
3,86,Yes,5,3,64,Moderate
8,86,Yes,5,9,78,Stressed Burnout
5,87,Yes,6,7,74,Moderate
4,72,No,8,2,52,Optimal Balance
8,82,Yes,5,3,76,Stressed Burnout
6,66,Yes,6,8,53,Moderate
2,68,Yes,4,4,46,Moderate
4,96,No,4,5,77,Moderate
4,76,No,9,1,59,Moderate
6,44,No,9,8,35,Moderate
6,68,Yes,9,7,61,Moderate
1,71,Yes,6,6,46,Moderate
8,99,No,4,8,97,Stressed Burnout
6,92,Yes,9,4,86,Moderate
3,45,Yes,7,4,24,Moderate
9,41,No,9,8,37,Moderate
2,45,No,4,4,18,Moderate
8,85,No,7,8,84,Moderate
3,82,Yes,6,0,59,Moderate
5,43,Yes,7,9,29,Optimal Balance
6,95,Yes,4,9,84,Moderate
6,68,No,5,7,60,Moderate
4,98,No,7,2,78,Optimal Balance
3,64,Yes,4,7,46,Moderate
4,48,No,9,4,31,Moderate
1,95,No,5,1,68,Moderate
4,42,Yes,6,8,25,Moderate
1,65,No,6,3,37,Moderate
1,87,Yes,8,6,62,Moderate
6,82,No,6,7,69,Moderate
5,66,Yes,8,6,50,Optimal Balance
4,75,No,6,5,55,Moderate
3,71,Yes,6,6,54,Moderate
1,40,No,6,3,12,Moderate
6,96,No,8,9,88,Optimal Balance
2,92,No,9,0,69,Moderate
8,93,No,8,4,88,Moderate
5,55,No,7,7,41,Optimal Balance
7,90,Yes,4,9,83,Stressed Burnout
2,87,Yes,4,5,62,Moderate
8,50,Yes,9,4,45,Moderate
2,65,No,4,1,42,Moderate
4,79,Yes,6,9,65,Moderate
1,94,No,9,4,73,Moderate
5,40,No,4,9,23,Moderate
9,65,Yes,8,2,61,Moderate
1,67,Yes,7,1,41,Moderate
9,92,No,5,2,85,Stressed Burnout
8,97,No,7,3,93,Moderate
6,48,Yes,4,1,35,Moderate
7,99,Yes,9,3,92,Moderate
3,98,No,4,3,79,Moderate
1,83,No,8,5,57,Moderate
5,61,Yes,7,4,49,Optimal Balance
2,47,No,8,6,28,Moderate
5,97,No,8,6,85,Optimal Balance
8,88,Yes,5,2,82,Stressed Burnout
9,81,Yes,8,8,80,Moderate
2,66,No,8,6,41,Moderate
3,78,No,5,6,57,Moderate
3,58,Yes,6,1,41,Moderate
1,64,No,6,9,43,Moderate
8,77,Yes,9,2,73,Moderate
6,60,No,5,2,46,Moderate
8,63,Yes,9,5,61,Moderate
9,63,No,9,3,61,Moderate
5,99,No,8,3,87,Optimal Balance
3,99,No,9,0,78,Moderate
5,58,Yes,4,5,43,Moderate
5,89,Yes,7,7,75,Optimal Balance
5,86,Yes,4,7,72,Moderate
3,41,No,4,7,18,Moderate
4,53,No,8,4,36,Optimal Balance
9,92,Yes,7,9,92,Inefficient High Effort
9,71,Yes,9,5,71,Moderate
2,81,No,7,4,58,Moderate
8,71,No,9,3,69,Moderate
8,67,No,6,3,58,Moderate
7,87,No,5,3,74,Stressed Burnout
8,78,Yes,8,3,72,Moderate
3,79,Yes,9,5,61,Moderate
6,81,No,9,5,74,Moderate
1,86,No,7,4,60,Moderate
7,79,No,8,8,70,Moderate
1,52,Yes,9,7,27,Moderate
9,51,Yes,6,9,49,Inefficient High Effort
1,47,No,4,5,17,Moderate
1,54,No,9,8,34,Moderate
7,65,No,7,4,51,Moderate
2,51,No,6,9,27,Moderate
5,82,No,8,3,67,Optimal Balance
8,90,No,9,5,84,Moderate
8,85,Yes,6,3,81,Moderate
3,66,Yes,6,7,45,Moderate
7,57,Yes,6,6,50,Moderate
3,84,No,6,4,67,Moderate
6,75,No,6,9,67,Moderate
6,88,No,6,5,77,Moderate
3,90,Yes,5,6,70,Moderate
7,66,No,8,1,59,Moderate
3,48,Yes,4,8,27,Moderate
8,94,No,8,6,88,Moderate
4,78,No,7,7,60,Optimal Balance
1,40,No,7,4,14,Moderate
4,46,Yes,8,2,27,Optimal Balance
7,65,Yes,6,1,54,Moderate
4,46,Yes,5,1,32,Moderate
6,91,No,4,2,79,Moderate
9,46,Yes,9,0,44,Moderate
1,47,No,9,0,20,Moderate
5,55,No,6,6,42,Moderate
7,42,Yes,8,9,33,Moderate
1,84,Yes,9,7,58,Moderate
4,49,No,8,5,31,Optimal Balance
6,89,No,5,6,75,Moderate
2,46,No,5,0,22,Moderate
5,60,No,8,0,46,Optimal Balance
1,92,Yes,6,8,68,Moderate
6,76,Yes,6,4,66,Moderate
6,70,Yes,6,6,60,Moderate
4,62,No,9,5,44,Moderate
8,96,No,4,3,90,Stressed Burnout
4,66,No,4,0,47,Moderate
8,95,Yes,6,3,88,Moderate
8,61,No,8,9,56,Moderate
5,78,No,5,9,66,Moderate
4,96,Yes,7,7,78,Optimal Balance
2,66,Yes,5,0,43,Moderate
3,93,No,5,1,72,Moderate
3,88,Yes,7,7,69,Moderate
4,43,No,6,1,24,Moderate
4,63,Yes,5,9,47,Moderate
5,62,No,7,8,45,Optimal Balance
4,87,Yes,9,2,72,Moderate
8,58,Yes,8,2,51,Moderate
6,81,Yes,8,5,73,Optimal Balance
6,42,Yes,8,2,28,Optimal Balance
8,66,No,6,8,56,Moderate
7,42,No,5,7,29,Stressed Burnout
8,67,Yes,5,3,60,Stressed Burnout
2,56,No,4,5,28,Moderate
9,70,Yes,8,7,66,Moderate
1,49,Yes,6,3,21,Moderate
8,88,No,7,4,84,Moderate
4,61,No,6,6,42,Moderate
4,69,No,5,7,51,Moderate
5,88,No,8,6,74,Optimal Balance
8,60,No,4,7,50,Stressed Burnout
5,75,No,9,3,62,Moderate
8,92,No,6,0,90,Moderate
1,62,Yes,4,5,32,Moderate
9,77,No,5,4,71,Stressed Burnout
6,51,Yes,7,3,37,Optimal Balance
3,64,No,6,1,42,Moderate
8,93,No,9,0,85,Moderate
9,96,Yes,5,8,96,Stressed Burnout
6,59,Yes,8,1,51,Optimal Balance
7,88,Yes,6,8,82,Moderate
1,88,Yes,4,5,64,Moderate
5,81,No,6,5,67,Moderate
5,46,No,5,1,32,Moderate
4,68,Yes,5,5,50,Moderate
6,87,Yes,4,2,73,Moderate
7,68,No,9,6,62,Moderate
9,52,No,5,9,48,Stressed Burnout
1,42,Yes,6,3,20,Moderate
6,41,No,9,8,33,Moderate
7,55,No,4,4,43,Stressed Burnout
3,69,Yes,5,9,49,Moderate
8,77,Yes,5,2,70,Stressed Burnout
5,45,Yes,6,0,28,Moderate
9,84,Yes,5,0,82,Stressed Burnout
5,46,No,6,3,29,Moderate
9,44,Yes,8,9,42,Moderate
4,95,No,9,9,79,Moderate
9,46,No,6,3,41,Inefficient High Effort
5,73,No,7,8,61,Optimal Balance
9,71,No,5,7,69,Stressed Burnout
3,88,Yes,8,3,68,Moderate
4,52,No,9,5,38,Moderate
9,69,Yes,4,6,67,Stressed Burnout
6,64,No,7,9,54,Optimal Balance
2,60,Yes,4,7,39,Moderate
7,99,No,7,3,93,Moderate
2,98,No,8,0,76,Moderate
2,60,Yes,9,4,39,Moderate
1,67,Yes,8,0,38,Moderate
3,87,Yes,8,3,69,Moderate
6,97,Yes,7,6,88,Optimal Balance
8,59,No,6,6,54,Moderate
9,73,No,9,0,68,Moderate
7,44,No,4,8,33,Stressed Burnout
4,57,No,6,1,40,Moderate
6,99,No,6,4,87,Moderate
5,78,Yes,5,5,64,Moderate
8,82,Yes,4,0,70,Stressed Burnout
1,96,No,7,1,70,Moderate
1,96,Yes,5,6,72,Moderate
6,50,No,5,5,38,Moderate
2,93,No,8,5,71,Moderate
5,56,Yes,7,5,40,Optimal Balance
1,87,No,6,6,58,Moderate
7,84,Yes,9,9,77,Moderate
1,61,No,6,8,38,Moderate
4,76,Yes,6,8,60,Moderate
9,59,No,8,1,57,Moderate
1,87,No,6,1,63,Moderate
4,99,Yes,4,4,82,Moderate
6,93,No,6,9,84,Moderate
6,93,No,6,6,84,Moderate
8,87,Yes,4,2,77,Stressed Burnout
1,87,Yes,8,2,61,Moderate
7,85,Yes,5,3,73,Stressed Burnout
1,45,No,7,2,15,Moderate
7,73,Yes,8,2,64,Moderate
3,53,Yes,6,7,33,Moderate
8,87,Yes,5,6,78,Stressed Burnout
3,62,No,7,6,43,Moderate
1,59,Yes,7,9,34,Moderate
8,52,No,7,1,48,Moderate
3,86,No,4,8,66,Moderate
2,83,Yes,4,5,60,Moderate
1,80,No,5,2,53,Moderate
3,71,No,6,8,51,Moderate
2,65,No,5,8,43,Moderate
2,89,No,6,5,68,Moderate
6,92,No,8,9,80,Optimal Balance
1,53,Yes,7,5,26,Moderate
2,91,Yes,7,7,70,Moderate
6,96,Yes,4,7,85,Moderate
3,75,No,8,5,57,Moderate
4,47,Yes,9,6,30,Moderate
1,79,No,8,3,56,Moderate
8,61,No,6,0,53,Moderate
7,61,No,8,3,52,Moderate
7,55,No,4,7,47,Stressed Burnout
3,66,Yes,6,7,48,Moderate
3,95,No,5,1,78,Moderate
2,99,Yes,6,6,79,Moderate
1,99,Yes,5,0,75,Moderate
7,49,No,9,1,40,Moderate
7,64,Yes,6,7,59,Moderate
2,70,Yes,7,9,49,Moderate
7,60,Yes,9,3,48,Moderate
8,66,No,5,2,60,Stressed Burnout
1,56,No,4,1,29,Moderate
9,72,No,9,5,68,Moderate
7,70,Yes,9,3,63,Moderate
3,89,Yes,9,2,71,Moderate
8,81,No,5,2,76,Stressed Burnout
7,65,No,5,9,57,Stressed Burnout
8,60,Yes,6,2,54,Moderate
6,75,No,7,7,61,Optimal Balance
9,40,No,9,8,34,Moderate
5,43,Yes,6,8,32,Moderate
3,43,Yes,6,4,23,Moderate
3,65,No,7,0,44,Moderate
1,43,No,6,9,18,Moderate
8,88,No,7,4,82,Moderate
2,48,No,4,0,18,Moderate
3,69,Yes,7,8,52,Moderate
8,90,No,8,9,88,Moderate
8,84,No,7,7,78,Moderate
4,43,Yes,7,6,26,Optimal Balance
4,44,Yes,8,1,26,Optimal Balance
5,84,Yes,7,1,74,Optimal Balance
6,62,Yes,5,3,52,Moderate
5,55,Yes,6,8,40,Moderate
7,61,Yes,6,8,54,Moderate
2,76,Yes,4,7,51,Moderate
7,47,No,4,4,35,Stressed Burnout
7,87,No,8,6,79,Moderate
1,72,Yes,5,8,45,Moderate
7,94,No,4,2,81,Stressed Burnout
5,99,No,6,3,87,Moderate
3,77,Yes,4,1,56,Moderate
3,82,Yes,4,8,65,Moderate
4,55,Yes,7,6,38,Optimal Balance
2,44,Yes,4,5,17,Moderate
2,55,Yes,8,4,35,Moderate
1,46,No,6,6,20,Moderate
5,90,No,8,2,75,Optimal Balance
4,40,Yes,8,4,26,Optimal Balance
2,48,Yes,9,1,23,Moderate
3,57,No,5,4,38,Moderate
7,84,No,9,6,78,Moderate
7,97,No,9,9,91,Moderate
4,86,Yes,7,6,67,Optimal Balance
5,42,Yes,8,8,31,Optimal Balance
5,63,No,5,2,49,Moderate
6,67,Yes,6,7,57,Moderate
9,49,No,6,4,45,Inefficient High Effort
2,48,Yes,5,6,22,Moderate
5,52,Yes,8,0,35,Optimal Balance
3,87,No,8,0,65,Moderate
4,74,No,7,3,53,Optimal Balance
6,93,Yes,7,4,79,Optimal Balance
8,62,No,9,9,57,Moderate
1,86,Yes,6,2,58,Moderate
8,56,No,7,5,50,Moderate
7,85,No,5,2,75,Stressed Burnout
1,46,Yes,6,4,17,Moderate
2,91,Yes,8,0,70,Moderate
3,55,Yes,6,2,36,Moderate
1,92,No,4,6,61,Moderate
9,79,No,6,2,78,Inefficient High Effort
8,75,Yes,7,4,71,Moderate
2,59,No,5,6,36,Moderate
9,63,Yes,8,1,63,Moderate
7,86,Yes,8,2,78,Moderate
9,44,Yes,7,3,39,Inefficient High Effort
6,84,Yes,7,4,70,Optimal Balance
6,45,Yes,7,8,34,Optimal Balance
4,67,No,4,8,49,Moderate
2,98,No,5,3,71,Moderate
7,44,Yes,4,8,34,Stressed Burnout
5,88,No,7,3,77,Optimal Balance
6,78,Yes,5,1,67,Moderate
2,77,No,7,9,52,Moderate
5,41,No,5,0,25,Moderate
4,82,Yes,8,6,68,Optimal Balance
9,78,No,4,3,76,Stressed Burnout
6,93,Yes,9,7,85,Moderate
2,60,No,7,7,40,Moderate
1,79,Yes,7,7,56,Moderate
5,76,Yes,6,5,62,Moderate
9,98,Yes,9,8,99,Moderate
6,57,Yes,8,3,46,Optimal Balance
7,93,Yes,7,4,86,Moderate
5,87,Yes,4,3,73,Moderate
6,85,No,8,4,74,Optimal Balance
5,51,Yes,7,1,37,Optimal Balance
9,56,No,4,4,50,Stressed Burnout
6,76,Yes,6,9,65,Moderate
8,85,No,6,7,79,Moderate
2,77,Yes,4,8,53,Moderate
9,54,Yes,8,6,55,Moderate
5,46,No,4,6,31,Moderate
7,53,Yes,9,5,47,Moderate
1,89,Yes,4,1,63,Moderate
5,40,Yes,6,9,27,Moderate
2,77,Yes,6,9,53,Moderate
6,42,No,6,8,33,Moderate
1,76,Yes,9,4,56,Moderate
3,83,No,7,5,65,Moderate
5,70,Yes,9,0,55,Moderate
4,82,Yes,7,4,67,Optimal Balance
3,52,Yes,9,5,32,Moderate
5,87,Yes,5,9,73,Moderate
8,57,No,7,1,45,Moderate
4,56,Yes,8,6,43,Optimal Balance
1,56,Yes,8,3,32,Moderate
7,50,Yes,6,4,42,Moderate
8,59,No,9,2,55,Moderate
3,49,No,4,4,28,Moderate
6,68,No,6,3,58,Moderate
2,87,No,4,9,67,Moderate
7,73,Yes,9,5,66,Moderate
8,56,Yes,6,1,46,Moderate
6,93,No,6,2,79,Moderate
6,91,Yes,8,9,83,Optimal Balance
5,81,Yes,4,0,63,Moderate
8,52,No,5,6,45,Stressed Burnout
1,83,Yes,5,8,63,Moderate
4,86,No,6,1,70,Moderate
4,78,No,9,6,58,Moderate
3,66,No,6,2,50,Moderate
3,93,No,8,4,77,Moderate
4,92,No,4,5,75,Moderate
1,65,No,6,7,40,Moderate
2,67,Yes,9,3,43,Moderate
9,52,Yes,5,1,47,Stressed Burnout
2,51,Yes,4,2,22,Moderate
5,83,No,6,7,71,Moderate
9,67,No,4,6,63,Stressed Burnout
9,41,No,8,5,37,Moderate
8,76,Yes,5,4,72,Stressed Burnout
1,96,Yes,9,4,73,Moderate
1,96,No,4,0,72,Moderate
9,73,No,5,5,68,Stressed Burnout
8,62,No,6,8,59,Moderate
9,97,No,9,7,97,Moderate
7,91,No,9,9,83,Moderate
3,84,Yes,7,0,65,Moderate
3,68,No,4,5,47,Moderate
2,74,No,5,2,51,Moderate
5,50,No,4,5,32,Moderate
3,87,No,6,8,63,Moderate
6,72,Yes,6,5,60,Moderate
2,90,No,9,7,70,Moderate
3,50,No,9,5,32,Moderate
5,48,No,5,5,32,Moderate
1,53,Yes,8,6,29,Moderate
1,48,No,4,9,21,Moderate
9,78,Yes,4,3,74,Stressed Burnout
7,87,No,6,7,81,Moderate
1,42,No,4,3,11,Moderate
8,68,No,5,6,65,Stressed Burnout
3,58,No,7,0,37,Moderate
8,75,No,9,8,75,Moderate
5,71,No,6,9,61,Moderate
1,46,No,9,8,17,Moderate
7,94,No,9,6,87,Moderate
5,67,No,9,7,52,Moderate
6,83,Yes,7,1,71,Optimal Balance
6,57,Yes,4,9,46,Moderate
8,99,Yes,8,9,99,Moderate
9,44,Yes,9,6,40,Moderate
2,62,No,5,0,42,Moderate
9,94,No,9,2,91,Moderate
9,61,Yes,9,5,57,Moderate
7,65,Yes,4,4,58,Stressed Burnout
1,81,Yes,5,4,55,Moderate
7,51,Yes,4,8,46,Stressed Burnout
5,79,No,9,5,64,Moderate
6,58,Yes,4,2,45,Moderate
7,86,No,4,1,78,Stressed Burnout
5,40,No,6,8,24,Moderate
7,42,No,7,9,36,Moderate
9,66,Yes,8,3,65,Moderate
3,57,Yes,7,4,35,Moderate
8,89,No,7,8,87,Moderate
2,69,Yes,5,4,45,Moderate
7,41,Yes,6,6,35,Moderate
2,44,No,6,1,18,Moderate
4,68,No,4,1,46,Moderate
7,72,Yes,7,3,63,Moderate
3,81,No,8,7,62,Moderate
2,59,Yes,5,1,35,Moderate
7,69,Yes,6,9,63,Moderate
1,81,No,4,6,58,Moderate
8,44,No,8,0,37,Moderate
3,89,Yes,7,8,74,Moderate
2,60,No,8,9,40,Moderate
3,97,Yes,6,5,78,Moderate
5,54,No,5,0,38,Moderate
8,59,Yes,7,9,55,Moderate
7,47,No,5,5,39,Stressed Burnout
7,88,Yes,9,4,84,Moderate
7,70,Yes,8,4,60,Moderate
8,51,No,8,4,47,Moderate
1,60,Yes,4,3,34,Moderate
4,69,Yes,7,6,54,Optimal Balance
6,66,Yes,8,8,56,Optimal Balance
9,83,Yes,6,3,82,Inefficient High Effort
2,65,Yes,9,1,45,Moderate
1,72,No,6,1,45,Moderate
2,65,Yes,5,1,43,Moderate
7,65,Yes,9,6,57,Moderate
3,75,Yes,9,3,56,Moderate
2,79,No,6,3,56,Moderate
7,40,No,8,0,30,Moderate
2,98,Yes,6,3,75,Moderate
3,54,Yes,7,5,33,Moderate
7,89,No,5,1,80,Stressed Burnout
4,40,No,9,3,27,Moderate
1,50,Yes,7,6,26,Moderate
5,94,No,8,8,81,Optimal Balance
9,41,Yes,8,1,41,Moderate
8,40,Yes,6,7,34,Moderate
9,70,Yes,4,5,68,Stressed Burnout
9,83,No,9,7,83,Moderate
7,55,Yes,9,1,44,Moderate
4,93,Yes,4,0,75,Moderate
5,61,No,8,6,52,Optimal Balance
1,81,Yes,8,8,56,Moderate
1,57,Yes,9,8,37,Moderate
3,86,Yes,5,1,67,Moderate
8,56,No,9,3,50,Moderate
2,69,No,8,0,46,Moderate
4,49,Yes,8,6,31,Optimal Balance
2,74,No,5,1,51,Moderate
5,97,Yes,7,3,82,Optimal Balance
9,60,Yes,7,1,58,Inefficient High Effort
1,55,No,5,0,31,Moderate
5,45,No,5,6,29,Moderate
9,42,Yes,7,5,40,Inefficient High Effort
1,80,No,7,1,51,Moderate
9,82,No,7,3,79,Inefficient High Effort
8,60,No,7,2,52,Moderate
4,52,Yes,9,2,36,Moderate
5,57,Yes,9,2,43,Moderate
5,97,No,6,3,81,Moderate
6,93,Yes,5,0,81,Moderate
7,99,Yes,4,0,84,Stressed Burnout
8,63,No,6,6,55,Moderate
8,66,Yes,4,4,64,Stressed Burnout
2,93,No,4,2,68,Moderate
9,43,Yes,8,8,41,Moderate
7,61,Yes,5,4,53,Stressed Burnout
4,63,No,9,9,50,Moderate
4,79,Yes,6,2,65,Moderate
8,84,No,5,8,78,Stressed Burnout
4,49,Yes,7,0,31,Optimal Balance
6,41,Yes,5,8,30,Moderate
5,79,Yes,4,4,64,Moderate
3,45,No,9,5,26,Moderate
2,87,Yes,7,1,66,Moderate
9,57,Yes,5,7,55,Stressed Burnout
9,56,No,5,2,52,Stressed Burnout
1,77,No,9,0,57,Moderate
3,84,Yes,4,6,68,Moderate
8,62,No,7,2,57,Moderate
6,85,No,4,3,75,Moderate
5,69,No,9,4,54,Moderate
5,97,No,5,0,82,Moderate
6,60,Yes,6,8,51,Moderate
7,49,No,6,6,43,Moderate
1,95,Yes,8,1,68,Moderate
9,82,Yes,6,0,77,Inefficient High Effort
3,52,Yes,9,1,33,Moderate
4,51,No,9,2,37,Moderate
1,48,No,9,2,23,Moderate
3,43,Yes,7,7,26,Moderate
2,78,Yes,8,4,56,Moderate
2,63,No,7,8,42,Moderate
1,93,No,6,2,65,Moderate
8,73,Yes,6,5,66,Moderate
3,78,No,5,3,57,Moderate
3,80,No,7,7,59,Moderate
6,44,Yes,4,0,28,Moderate
8,54,No,5,3,46,Stressed Burnout
9,89,No,7,6,84,Inefficient High Effort
9,43,Yes,9,8,42,Moderate
4,90,No,8,0,73,Optimal Balance
5,91,Yes,7,7,77,Optimal Balance
2,97,No,8,1,74,Moderate
9,78,Yes,8,3,75,Moderate
8,97,No,6,3,94,Moderate
3,47,Yes,4,7,27,Moderate
9,88,No,7,1,89,Inefficient High Effort
3,84,No,4,6,62,Moderate
9,63,No,8,2,59,Moderate
2,92,Yes,6,8,73,Moderate
9,67,No,4,4,57,Stressed Burnout
8,94,Yes,5,7,90,Stressed Burnout
9,82,No,8,4,80,Moderate
5,66,No,5,0,50,Moderate
2,40,No,9,8,18,Moderate
8,73,No,4,9,68,Stressed Burnout
6,56,No,4,6,39,Moderate
8,76,No,4,3,67,Stressed Burnout
5,77,Yes,9,6,69,Moderate
2,65,Yes,7,4,43,Moderate
6,96,No,8,9,84,Optimal Balance
5,63,No,8,8,50,Optimal Balance
5,78,No,8,1,65,Optimal Balance
1,99,No,7,3,74,Moderate
2,60,No,4,5,35,Moderate
8,69,Yes,4,4,61,Stressed Burnout
3,86,No,9,0,64,Moderate
3,90,No,5,8,66,Moderate
8,87,Yes,7,8,81,Moderate
8,96,Yes,6,2,93,Moderate
2,52,Yes,7,3,28,Moderate
8,76,No,9,3,71,Moderate
1,42,No,5,9,13,Moderate
6,71,No,5,7,59,Moderate
8,74,No,5,5,67,Stressed Burnout
3,58,No,4,1,35,Moderate
8,53,Yes,6,3,46,Moderate
1,87,No,5,0,59,Moderate
9,61,No,8,2,57,Moderate
9,56,No,4,3,51,Stressed Burnout
5,98,Yes,6,7,80,Moderate
4,43,No,8,2,22,Optimal Balance
6,84,No,6,4,71,Moderate
7,79,No,9,0,73,Moderate
5,58,No,6,3,40,Moderate
9,76,Yes,8,1,75,Moderate
3,41,Yes,7,3,24,Moderate
7,54,Yes,6,4,45,Moderate
5,41,No,7,2,25,Optimal Balance
7,50,Yes,6,5,42,Moderate
2,84,Yes,9,1,63,Moderate
4,62,No,8,4,44,Optimal Balance
2,49,No,6,3,26,Moderate
7,42,Yes,5,4,31,Stressed Burnout
2,44,Yes,9,8,26,Moderate
1,42,Yes,5,5,15,Moderate
9,77,Yes,9,6,77,Moderate
1,52,No,9,7,31,Moderate
8,81,No,6,8,75,Moderate
2,58,Yes,8,4,34,Moderate
8,79,Yes,8,7,74,Moderate
3,89,Yes,4,1,68,Moderate
6,74,No,8,9,64,Optimal Balance
3,63,No,7,8,43,Moderate
7,63,No,6,1,54,Moderate
9,56,Yes,5,4,53,Stressed Burnout
2,79,No,8,5,56,Moderate
5,49,Yes,5,3,34,Moderate
6,41,Yes,4,7,27,Moderate
4,83,No,6,9,66,Moderate
4,62,Yes,8,2,41,Optimal Balance
4,45,No,5,4,25,Moderate
2,41,No,9,1,20,Moderate
4,60,Yes,8,2,45,Optimal Balance
1,94,Yes,4,7,70,Moderate
6,95,No,9,4,86,Moderate
1,74,No,5,2,46,Moderate
6,88,No,5,4,73,Moderate
1,68,No,6,8,42,Moderate
6,46,No,6,2,27,Moderate
8,68,No,5,9,64,Stressed Burnout
2,92,No,9,6,71,Moderate
2,76,Yes,6,7,56,Moderate
4,62,No,5,4,43,Moderate
3,72,Yes,9,2,50,Moderate
4,47,Yes,7,5,31,Optimal Balance
7,51,No,8,2,42,Moderate
1,85,No,7,8,60,Moderate
6,87,No,7,1,76,Optimal Balance
3,49,No,8,2,28,Moderate
7,54,No,5,6,45,Stressed Burnout
2,92,Yes,5,9,71,Moderate
2,63,Yes,6,7,44,Moderate
4,65,No,4,4,48,Moderate
1,86,No,5,4,57,Moderate
3,81,No,8,4,61,Moderate
9,92,No,4,3,86,Stressed Burnout
7,99,Yes,8,8,95,Moderate
7,78,Yes,8,5,70,Moderate
4,97,Yes,8,7,81,Optimal Balance
2,42,No,4,7,18,Moderate
4,41,No,7,4,24,Optimal Balance
6,45,No,9,8,32,Moderate
3,60,Yes,8,1,40,Moderate
1,48,Yes,6,7,25,Moderate
8,49,Yes,5,2,41,Stressed Burnout
5,75,No,9,6,66,Moderate
5,98,Yes,5,8,83,Moderate
4,42,No,5,4,22,Moderate
6,80,Yes,4,7,70,Moderate
3,63,No,6,3,42,Moderate
9,61,No,6,0,56,Inefficient High Effort
5,88,No,9,0,72,Moderate
3,53,No,6,5,31,Moderate
1,81,Yes,6,7,60,Moderate
6,84,Yes,6,9,74,Moderate
2,83,Yes,9,1,62,Moderate
3,66,No,7,3,44,Moderate
1,72,Yes,6,2,46,Moderate
9,99,No,6,8,96,Inefficient High Effort
8,61,Yes,4,2,51,Stressed Burnout
2,68,Yes,4,7,43,Moderate
8,58,No,6,6,51,Moderate
9,58,No,7,0,58,Inefficient High Effort
1,45,No,6,7,23,Moderate
5,84,Yes,6,8,67,Moderate
8,58,No,6,7,50,Moderate
2,52,Yes,8,9,31,Moderate
4,98,Yes,7,9,83,Optimal Balance
7,65,Yes,5,0,55,Stressed Burnout
3,61,No,6,6,44,Moderate
5,60,Yes,5,8,45,Moderate
8,75,No,7,4,73,Moderate
3,95,No,6,1,76,Moderate
4,41,Yes,5,7,23,Moderate
9,86,Yes,9,8,84,Moderate
7,83,Yes,5,6,73,Stressed Burnout
1,69,Yes,7,4,48,Moderate
4,66,No,6,7,50,Moderate
4,46,No,8,5,30,Optimal Balance
9,59,No,7,3,51,Inefficient High Effort
6,89,No,8,0,76,Optimal Balance
9,70,No,6,5,66,Inefficient High Effort
6,62,No,5,7,50,Moderate
6,52,No,9,2,40,Moderate
5,56,No,9,6,42,Moderate
5,43,No,7,6,29,Optimal Balance
2,96,Yes,7,8,77,Moderate
8,53,Yes,7,0,45,Moderate
8,59,No,4,4,49,Stressed Burnout
1,99,No,9,7,74,Moderate
8,52,Yes,9,2,45,Moderate
5,42,Yes,6,4,27,Moderate
2,65,Yes,4,0,44,Moderate
2,65,No,7,8,42,Moderate
6,57,Yes,7,3,43,Optimal Balance
9,71,Yes,8,4,68,Moderate
1,53,Yes,4,2,29,Moderate
6,86,Yes,5,1,73,Moderate
9,42,Yes,9,6,39,Moderate
8,40,No,6,4,30,Moderate
6,65,Yes,5,9,53,Moderate
3,63,No,5,2,38,Moderate
8,88,Yes,6,1,82,Moderate
9,74,Yes,7,9,72,Inefficient High Effort
1,53,Yes,9,5,24,Moderate
9,42,Yes,8,9,44,Moderate
6,52,Yes,7,5,45,Optimal Balance
6,86,No,7,2,75,Optimal Balance
4,89,No,4,8,75,Moderate
1,53,No,5,0,26,Moderate
8,60,No,5,2,49,Stressed Burnout
2,65,No,9,0,42,Moderate
1,42,No,5,6,14,Moderate
2,90,No,8,1,64,Moderate
1,79,Yes,8,3,54,Moderate
1,43,No,8,3,16,Moderate
9,75,Yes,6,7,73,Inefficient High Effort
1,90,Yes,9,3,67,Moderate
4,82,No,8,2,69,Optimal Balance
6,40,Yes,4,9,28,Moderate
7,79,Yes,4,2,67,Stressed Burnout
2,86,No,7,4,62,Moderate
6,72,Yes,7,5,60,Optimal Balance
7,46,No,9,6,43,Moderate
2,92,Yes,7,4,70,Moderate
2,91,No,7,6,70,Moderate
7,91,Yes,4,3,84,Stressed Burnout
1,95,No,7,4,72,Moderate
8,50,Yes,4,5,44,Stressed Burnout
3,66,No,8,8,46,Moderate
6,53,Yes,8,5,41,Optimal Balance
9,61,Yes,9,9,58,Moderate
6,55,No,6,0,44,Moderate
9,85,Yes,7,6,89,Inefficient High Effort
7,51,No,8,2,45,Moderate
9,88,Yes,8,5,87,Moderate
